,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster
2856,Missing You,John Waite,0.552,0.552,-9.736,0.0364,0.052000000000000005,0.0,0.046,0.593,208.571,269760,2
2857,Show You The Way,Thundercat,0.698,0.514,-10.325,0.0663,0.14800000000000002,0.0888,0.10099999999999999,0.63,75.98899999999999,214554,0
2858,I Guess That's Why They Call It The Blues,Elton John,0.6729999999999999,0.6629999999999999,-7.29,0.0269,0.217,0.017,0.177,0.6709999999999999,120.634,285333,0
2859,Know Yourself,Drake,0.72,0.41200000000000003,-8.687000000000001,0.223,0.196,0.0,0.342,0.179,114.40799999999999,275840,4
2860,You Can't Put Your Arms Around A Memory,Johnny Thunders,0.45299999999999996,0.324,-8.668,0.0294,0.6729999999999999,4.6e-06,0.0949,0.201,136.563,172827,1
2861,Blinded By The Light,Manfred Mann's Earth Band,0.456,0.6809999999999999,-10.027999999999999,0.0639,0.28300000000000003,0.00019099999999999998,0.0845,0.536,142.18,428133,2
2862,Never Can Say Goodbye - Remastered,Gloria Gaynor,0.677,0.6679999999999999,-15.424000000000001,0.0293,0.00203,0.00324,0.0986,0.9470000000000001,125.91799999999999,255000,0
2863,PDA,Interpol,0.235,0.905,-5.832000000000001,0.0689,2.12e-05,0.899,0.0872,0.27699999999999997,138.219,299933,5
2864,God Give Me Strength,Elvis Costello,0.355,0.287,-9.972999999999999,0.0316,0.7809999999999999,4.94e-05,0.12,0.161,104.60799999999999,370667,1
2865,Tush - 2012 Collection Remaster,ZZ Top,0.517,0.917,-6.519,0.0471,0.12,0.0389,0.17800000000000002,0.762,145.614,135667,2
2866,Loose,The Stooges,0.36200000000000004,0.8959999999999999,-6.812,0.0338,3e-06,0.79,0.355,0.713,136.083,213027,5
2867,Chain Gang,Sam Cooke,0.703,0.7240000000000001,-10.818,0.0467,0.73,0.0,0.518,0.963,131.821,155173,3
2868,Watermelon Man,Herbie Hancock,0.606,0.555,-9.219,0.0283,0.893,0.6629999999999999,0.0783,0.599,129.41899999999998,428440,5
2869,E-Bow The Letter,R.E.M.,0.363,0.63,-8.422,0.0323,0.177,0.00040599999999999995,0.0846,0.32,155.13299999999998,324293,2
2870,Girlfriend,Matthew Sweet,0.529,0.7140000000000001,-6.315,0.031,0.009009999999999999,6.26e-06,0.0772,0.8140000000000001,120.598,219800,0
2871,Good Intentions Paving Company,Joanna Newsom,0.501,0.355,-11.187000000000001,0.0602,0.958,0.499,0.0963,0.315,90.85700000000001,421987,1
2872,History,The Verve,0.325,0.601,-9.901,0.0363,0.0795,0.0,0.0883,0.106,134.225,326000,2
2873,Jesus Christ Pose,Soundgarden,0.37799999999999995,0.917,-10.561,0.0906,2.25e-06,0.8109999999999999,0.24,0.318,135.061,350827,5
2874,Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,-6.936,0.0363,0.16399999999999998,3.3299999999999996e-05,0.0992,0.349,115.412,222533,2
2875,Promised Land,Joe Smooth,0.6990000000000001,0.725,-14.14,0.0436,0.0159,0.0169,0.0265,0.846,128.835,332000,0
2876,"John, I'm Only Dancing - 2002 Remastered Version",David Bowie,0.429,0.5529999999999999,-10.82,0.0492,0.0041600000000000005,1.09e-05,0.0951,0.742,154.428,169027,2
2877,Still Tippin' (feat. Slim Thug and Paul Wall),Mike Jones,0.86,0.861,-7.131,0.307,0.0361,4.07e-05,0.113,0.79,143.184,271053,4
2878,Beautiful Loser,Bob Seger,0.6,0.642,-6.92,0.027999999999999997,0.17800000000000002,1.1e-05,0.0478,0.5920000000000001,117.961,207429,0
2879,Easy,Commodores,0.589,0.384,-15.075,0.0332,0.11199999999999999,2.8000000000000003e-05,0.0596,0.354,132.909,256427,1
2880,Talkin' All That Jazz,Stetsasonic,0.83,0.8170000000000001,-6.539,0.077,0.0009599999999999999,0.000677,0.11199999999999999,0.622,107.90799999999999,288053,0
2881,Panama,Van Halen,0.515,0.987,-5.391,0.10800000000000001,0.00135,0.000195,0.0697,0.298,141.25799999999998,212640,2
2882,I Feel You,Depeche Mode,0.44,0.905,-8.152000000000001,0.0892,0.02,0.0203,0.45,0.154,122.96,275413,2
2883,Scarborough Fair / Canticle,Simon & Garfunkel,0.345,0.253,-14.86,0.0332,0.894,5.58e-06,0.11,0.331,128.688,189960,1
2884,Prove It All Night,Bruce Springsteen,0.452,0.773,-6.794,0.0305,0.0163,2.8300000000000003e-05,0.466,0.847,114.285,237440,3
2885,Wishin' And Hopin' - Stereo Version,Dusty Springfield,0.6829999999999999,0.332,-11.425,0.0404,0.24,0.0,0.165,0.708,108.086,173933,0
2886,Slippin' Into Darkness,War,0.494,0.479,-12.817,0.13,0.177,0.000915,0.094,0.49200000000000005,177.426,419467,2
2887,The Time Is Now,Moloko,0.682,0.743,-10.644,0.165,0.35,0.000129,0.27699999999999997,0.546,127.962,318280,0
2888,Little Sister,Elvis Presley,0.606,0.633,-11.913,0.0774,0.45399999999999996,0.0,0.365,0.91,139.526,151587,0
2889,Show Me Love,Robin S,0.81,0.7070000000000001,-9.949,0.0602,0.0709,0.000263,0.0959,0.741,120.27,270760,0
2890,Somebody Told Me,The Killers,0.51,0.981,-3.1910000000000003,0.0901,7.759999999999999e-05,0.0014199999999999998,0.111,0.723,138.039,197160,2
2891,Strange Brew,Cream,0.62,0.39799999999999996,-15.675999999999998,0.0303,0.556,6.91e-06,0.273,0.677,106.265,166600,1
2892,Redbone,Childish Gambino,0.745,0.35600000000000004,-10.425,0.0941,0.172,0.00943,0.12300000000000001,0.607,160.033,326933,0
2893,So Lonely - Remastered 2003,The Police,0.541,0.5710000000000001,-8.308,0.16,0.0123,1.55e-06,0.0899,0.73,77.335,288250,0
2894,Shack up - Electronic Radio Edit,A Certain Ratio,0.598,0.8490000000000001,-7.944,0.044000000000000004,6.02e-05,0.215,0.27899999999999997,0.701,119.991,263800,0
2895,Rez,Underworld,0.585,0.893,-11.254000000000001,0.0327,0.193,0.96,0.064,0.17300000000000001,127.006,599213,5
2896,Hail Mary,Makaveli,0.654,0.637,-6.915,0.293,0.158,1.28e-05,0.33799999999999997,0.364,81.947,309800,4
2897,Rainy Night In Georgia,Brook Benton,0.512,0.253,-15.793,0.0391,0.41700000000000004,0.0018399999999999998,0.0762,0.326,137.082,249760,1
2898,Chinese Rocks - L.A.M.F. - the Track LP restored,The Heartbreakers,0.34299999999999997,0.764,-9.045,0.0712,4.6299999999999994e-05,0.364,0.33399999999999996,0.47100000000000003,139.29399999999998,174667,2
2899,Mercy.1,Kanye West,0.556,0.644,-5.805,0.402,0.0558,2.3199999999999998e-05,0.35,0.499,140.009,326347,4
2900,Mad About The Boy,Dinah Washington,0.348,0.293,-9.566,0.0329,0.8240000000000001,0.000177,0.168,0.268,150.93200000000002,166173,1
2901,Waltz For Debby,Bill Evans,0.496,0.188,-15.722000000000001,0.043,0.995,0.897,0.0795,0.209,114.917,78067,1
2902,Let It Bleed,The Rolling Stones,0.564,0.674,-8.177,0.0292,0.451,0.0034799999999999996,0.255,0.8170000000000001,116.266,327880,0
2903,The Pill,Loretta Lynn,0.7,0.335,-11.350999999999999,0.0323,0.556,0.0,0.10400000000000001,0.777,78.038,155893,1
2904,Wakin on a Pretty Day,Kurt Vile,0.379,0.782,-8.163,0.0358,0.0472,0.748,0.265,0.5489999999999999,101.698,570733,5
2905,I Get Around,2Pac,0.846,0.42,-13.927,0.11699999999999999,0.152,1.76e-05,0.251,0.633,96.194,259000,0
2906,Babe I'm Gonna Leave You - 1990 Remaster,Led Zeppelin,0.40399999999999997,0.435,-12.045,0.0323,0.24600000000000002,0.00074,0.156,0.156,136.058,401067,1
2907,Under The Pressure,The War On Drugs,0.325,0.71,-6.545,0.0295,0.307,0.172,0.132,0.193,134.371,532307,2
2908,Forgot About Dre,Dr. Dre,0.925,0.737,-1.2919999999999998,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,222240,0
2909,I Am Woman,Helen Reddy,0.392,0.6809999999999999,-8.722999999999999,0.0367,0.408,2.3100000000000002e-05,0.375,0.711,171.162,205880,2
2910,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,0.293,0.74,-6.098,0.0399,0.446,0.00151,0.0998,0.516,118.23,289293,2
2911,Smokin' in the Boy's Room,Brownsville Station,0.575,0.7559999999999999,-9.414,0.0544,0.735,0.0401,0.0755,0.8440000000000001,127.434,176453,0
2912,I Touch Myself,Divinyls,0.66,0.711,-10.211,0.0334,0.18100000000000002,7.47e-06,0.0647,0.726,109.32799999999999,227640,0
2913,Learning To Fly,Tom Petty and the Heartbreakers,0.6509999999999999,0.7659999999999999,-9.935,0.0299,0.20600000000000002,0.00103,0.36200000000000004,0.9490000000000001,116.74,242107,0
2914,Don't You Worry 'Bout A Thing,Stevie Wonder,0.7140000000000001,0.726,-9.218,0.0408,0.0316,0.0,0.0666,0.92,124.715,284630,0
2915,Runaway Boys,Stray Cats,0.374,0.7240000000000001,-12.004000000000001,0.0366,0.0293,0.000195,0.314,0.649,178.261,180320,2
2916,Deadly Valentine,Charlotte Gainsbourg,0.461,0.545,-8.166,0.046,0.0297,0.0471,0.0928,0.408,104.97,364987,2
2917,Devil Got My Woman,Skip James,0.47100000000000003,0.223,-14.155,0.0322,0.9790000000000001,0.0107,0.127,0.29,84.88799999999999,181238,1
2918,Creep,TLC,0.8109999999999999,0.45799999999999996,-9.687999999999999,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533,0
2919,Ko-Ko,Duke Ellington,0.44,0.32899999999999996,-11.997,0.0355,0.9670000000000001,0.6459999999999999,0.33299999999999996,0.879,157.075,160333,5
2920,Tha Crossroads,Bone Thugs-N-Harmony,0.684,0.434,-9.791,0.0618,0.0824,0.0,0.256,0.555,144.273,222667,0
2921,Sherry - 2007 Remaster,Frankie Valli & The Four Seasons,0.655,0.64,-3.866,0.0439,0.613,0.0,0.252,0.8059999999999999,117.288,157747,0
2922,No Milk Today,Herman's Hermits,0.6829999999999999,0.602,-6.952999999999999,0.0312,0.327,0.0,0.0992,0.914,132.259,176440,0
2923,You'll Lose A Good Thing,Barbara Lynn,0.591,0.324,-13.218,0.0302,0.606,0.000144,0.172,0.617,104.15,159867,1
2924,The Sky Was Pink,Nathan Fake,0.321,0.938,-6.388,0.0629,0.00031099999999999997,0.748,0.191,0.32799999999999996,187.97400000000002,290973,5
2925,Mexican Radio,Wall Of Voodoo,0.49700000000000005,0.7040000000000001,-12.056,0.0346,0.0133,0.000394,0.371,0.5820000000000001,164.679,251067,2
2926,Pop Life,Prince,0.7240000000000001,0.7659999999999999,-12.28,0.0579,0.516,0.009590000000000001,0.409,0.642,100.611,225227,3
2927,Lost in the Flood,Bruce Springsteen,0.488,0.5429999999999999,-8.286,0.2,0.474,0.0,0.129,0.359,125.42200000000001,313413,4
2928,Desafinado,Stan Getz,0.588,0.35600000000000004,-17.877,0.0807,0.708,0.0972,0.122,0.763,87.167,349080,1
2929,The 15th - 2006 Digital Remaster,Wire,0.517,0.853,-5.694,0.0298,0.38,0.007540000000000001,0.12300000000000001,0.627,124.421,185307,2
2930,California,EMA,0.17800000000000002,0.461,-7.295,0.0318,0.326,0.5489999999999999,0.0993,0.20600000000000002,86.103,275267,5
2931,Dance This Mess Around,The B-52's,0.609,0.5760000000000001,-12.962,0.0804,0.0493,0.000245,0.125,0.639,160.55700000000002,276507,0
2932,Voices Carry,'Til Tuesday,0.5920000000000001,0.455,-13.345999999999998,0.0247,0.0461,1.31e-06,0.196,0.636,105.22200000000001,260600,0
2933,I Heard It Through The Grapevine - Single Version,Gladys Knight & The Pips,0.684,0.731,-6.994,0.0464,0.22399999999999998,2.59e-05,0.359,0.8590000000000001,112.527,167160,0
2934,Disparate Youth,Santigold,0.642,0.9309999999999999,-4.1419999999999995,0.0417,0.0131,0.825,0.215,0.5479999999999999,152.005,284400,5
2935,Dream Lover,Bobby Darin,0.526,0.774,-1.692,0.0459,0.715,0.0,0.43700000000000006,0.715,131.715,150706,3
2936,Bucky Done Gun,M.I.A.,0.8859999999999999,0.764,-6.84,0.129,0.0642,0.0028399999999999996,0.0474,0.509,128.032,227147,0
2937,Fisherman,The Congos,0.597,0.451,-15.05,0.188,0.465,0.00394,0.0771,0.65,174.205,328230,1
2938,Don't Make Me Over,Dionne Warwick,0.366,0.332,-12.225,0.0407,0.431,8.340000000000001e-05,0.764,0.45799999999999996,173.856,165053,3
2939,White Wedding - Part 1 - 2001- Remaster,Billy Idol,0.634,0.804,-6.74,0.0329,0.0036299999999999995,0.00499,0.34700000000000003,0.7190000000000001,147.335,250760,0
2940,Head On,The Jesus and Mary Chain,0.561,0.871,-5.48,0.0314,0.00017900000000000001,0.237,0.0925,0.517,138.97799999999998,251480,2
2941,Fisherman's Blues,The Waterboys,0.374,0.695,-10.777999999999999,0.0582,0.00503,2.29e-06,0.0556,0.664,137.744,263373,2
2942,For Whom The Bell Tolls (Remastered),Metallica,0.512,0.86,-6.145,0.0703,0.0063100000000000005,0.00528,0.0652,0.258,117.90899999999999,309973,2
2943,Skylarking,Horace Andy,0.73,0.45899999999999996,-12.415999999999999,0.0651,0.23600000000000002,0.000135,0.111,0.821,156.291,187173,0
2944,Bobby Jean,Bruce Springsteen,0.521,0.9490000000000001,-5.279,0.0326,0.000265,2.62e-05,0.171,0.956,133.393,226720,0
2945,Mr. November,The National,0.40399999999999997,0.875,-4.301,0.0456,0.0243,1.7100000000000002e-05,0.193,0.6920000000000001,146.05,240493,2
2946,Drunk Girls,LCD Soundsystem,0.599,0.879,-7.794,0.0392,0.000261,0.0293,0.0813,0.807,144.04399999999998,222107,0
2947,Black Velvet,Alannah Myles,0.754,0.366,-10.07,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440,0
2948,Louisiana 1927 - Remastered,Randy Newman,0.325,0.28,-11.715,0.0284,0.317,0.0029100000000000003,0.159,0.187,134.056,176000,1
2949,Hush - 1998 Remaster,Deep Purple,0.57,0.635,-10.231,0.0482,0.0045899999999999995,0.17600000000000002,0.0901,0.196,108.431,266840,2
2950,911 Is A Joke,Public Enemy,0.7340000000000001,0.787,-12.667,0.209,0.0113,0.0,0.152,0.738,103.59200000000001,197267,4
2951,C'mon C'mon,The Von Bondies,0.491,0.966,-3.8960000000000004,0.133,0.0787,0.0,0.281,0.48,147.836,133547,2
2952,I'm Not Gonna Teach Your Boyfriend How To Dance With You - The Twelves Remix,Black Kids,0.738,0.7490000000000001,-4.606,0.0541,0.008029999999999999,6.25e-06,0.0669,0.838,125.48899999999999,226560,0
2953,Come Clean,Jeru The Damaja,0.8240000000000001,0.77,-14.149000000000001,0.275,0.631,4.1700000000000004e-05,0.11,0.621,87.719,297080,4
2954,Only You,Yazoo,0.748,0.5589999999999999,-8.078,0.0362,0.204,4.15e-05,0.0982,0.85,106.07700000000001,192293,0
2955,Lost Highway,Hank Williams,0.637,0.161,-15.14,0.0313,0.9470000000000001,0.00212,0.10800000000000001,0.521,133.352,161653,1
2956,Knights Of The Jaguar,DJ Rolando,0.679,0.84,-13.147,0.0469,0.0267,0.924,0.114,0.8170000000000001,140.221,150453,5
2957,I Am A Scientist,Guided By Voices,0.529,0.513,-13.45,0.0336,0.978,0.0214,0.10800000000000001,0.513,115.959,144400,1
2958,I Know What I Like (In Your Wardrobe) - Remastered 2008,Genesis,0.483,0.831,-8.547,0.11,0.08199999999999999,0.000736,0.142,0.345,84.654,250400,2
2959,Lost Cause,Beck,0.611,0.5770000000000001,-8.728,0.0297,0.261,0.000786,0.467,0.212,119.87899999999999,227360,3
2960,Ev'ry Time We Say Goodbye,Ella Fitzgerald,0.191,0.255,-9.402000000000001,0.0327,0.873,0.000292,0.172,0.187,78.09,212693,1
2961,Can't Stand Losing You - Remastered 2003,The Police,0.737,0.789,-5.2989999999999995,0.3,0.0701,0.000933,0.0518,0.8909999999999999,141.969,178760,4
2962,Cheree,Suicide,0.187,0.48200000000000004,-14.954,0.039,0.000771,0.326,0.172,0.335,163.42,222333,2
2963,The Devil Went Down To Georgia,The Charlie Daniels Band,0.55,0.563,-9.658999999999999,0.0603,0.205,2.8100000000000002e-05,0.0638,0.948,134.559,214600,0
2964,Funky Kingston,The Maytals,0.77,0.495,-10.687000000000001,0.11,0.27,0.0006730000000000001,0.0435,0.94,98.677,295067,0
2965,To Here Knows When,My Bloody Valentine,0.124,0.6779999999999999,-12.508,0.0571,1.89e-05,0.863,0.36200000000000004,0.128,97.137,331173,5
2966,Morning Glory,Oasis,0.332,0.985,-1.7009999999999998,0.0908,0.00852,0.00025299999999999997,0.436,0.147,136.996,303507,2
2967,Guns Of Navarone,The Skatalites,0.8490000000000001,0.77,-7.835,0.175,0.8240000000000001,0.9109999999999999,0.27899999999999997,0.961,115.17299999999999,151133,5
2968,Little Queenie - Single Version,Chuck Berry,0.669,0.763,-10.286,0.0892,0.72,0.0,0.248,0.665,151.131,163800,0
2969,Shock The Monkey,Peter Gabriel,0.76,0.657,-8.501,0.0766,0.0946,0.0019,0.0606,0.9059999999999999,74.19,328440,0
2970,You're Still The One,Shania Twain,0.563,0.536,-7.149,0.0301,0.47200000000000003,0.0,0.271,0.653,133.852,212400,0
2971,Flashdance...What a Feeling - Radio Edit,Irene Cara,0.5720000000000001,0.654,-7.027,0.0344,0.0058,3.21e-06,0.09,0.39899999999999997,122.491,237053,2
2972,We Care a Lot,Faith No More,0.799,0.887,-5.775,0.0411,0.08,9.58e-05,0.0975,0.9,108.919,243600,0
2973,Falling,Julee Cruise,0.192,0.138,-17.135,0.0315,0.892,0.5529999999999999,0.114,0.0757,142.187,321853,1
2974,Sexy M.F.,Prince,0.77,0.7440000000000001,-8.133,0.0937,0.16899999999999998,0.00223,0.0537,0.5479999999999999,106.15,326093,0
2975,When Love Breaks Down - 2007 Remastered Version,Prefab Sprout,0.47600000000000003,0.607,-7.46,0.0505,0.32899999999999996,5.03e-06,0.0347,0.342,133.415,245653,2
2976,It Don't Come Easy,Ringo Starr,0.609,0.624,-11.717,0.0292,0.0396,0.000168,0.27699999999999997,0.691,123.191,184333,0
2977,Whatcha See Is Whatcha Get,The Dramatics,0.6409999999999999,0.74,-8.425,0.11800000000000001,0.249,0.0,0.281,0.914,152.939,214973,0
2978,Lady Jane - Mono Version,The Rolling Stones,0.33799999999999997,0.312,-16.141,0.0453,0.528,0.000113,0.0741,0.306,205.332,188040,1
2979,Kung Fu Fighting,Carl Douglas,0.598,0.6729999999999999,-10.431,0.0693,0.0422,6.840000000000001e-05,0.289,0.59,102.035,197693,0
2980,Remedy,The Black Crowes,0.40700000000000003,0.978,-3.825,0.0557,0.00144,3.37e-06,0.0783,0.354,160.144,322640,2
2981,Celebrated Summer,Hüsker Dü,0.28800000000000003,0.927,-10.055,0.0578,0.0787,0.081,0.38799999999999996,0.185,100.509,242733,2
2982,Against All Odds (Take A Look At Me Now),Phil Collins,0.594,0.444,-9.042,0.0284,0.255,0.0,0.159,0.139,116.225,204600,1
2983,Uncertain Smile,The The,0.593,0.9309999999999999,-5.232,0.0517,0.0322,0.588,0.0255,0.755,142.747,411973,5
2984,Shadowplay - 2007 Remaster,Joy Division,0.433,0.7559999999999999,-7.855,0.0565,0.000997,0.7609999999999999,0.124,0.11699999999999999,145.44299999999998,233720,5
2985,Sit Down,James,0.573,0.89,-4.335,0.0329,0.155,4.7e-05,0.205,0.639,126.073,246160,2
2986,"Love Me, Please Love Me",Michel Polnareff,0.306,0.429,-8.746,0.0289,0.627,8.25e-05,0.392,0.17800000000000002,103.84200000000001,260667,1
2987,The High Road,Broken Bells,0.61,0.637,-6.574,0.0238,0.0682,6.12e-06,0.284,0.609,79.955,232200,0
2988,My Adidas,Run–D.M.C.,0.828,0.715,-13.66,0.20199999999999999,0.000816,1.59e-06,0.276,0.746,95.387,167573,4
2989,Holding On,The War On Drugs,0.444,0.9390000000000001,-5.027,0.0403,0.000611,0.009859999999999999,0.0453,0.6859999999999999,150.084,350893,2
2990,Gypsy Woman (She's Homeless) - Radio Edit,Crystal Waters,0.48700000000000004,0.7490000000000001,-8.749,0.0371,0.022000000000000002,0.00324,0.0548,0.542,120.038,217760,2
2991,Tough Love,Jessie Ware,0.679,0.47700000000000004,-12.097000000000001,0.0366,0.20199999999999999,0.17800000000000002,0.0989,0.531,135.02700000000002,206950,0
2992,Weather Bird,Louis Armstrong,0.831,0.262,-12.386,0.0942,0.9840000000000001,0.912,0.204,0.9009999999999999,104.60600000000001,161933,5
2993,After the Love Has Gone,"Earth, Wind & Fire",0.424,0.44299999999999995,-13.45,0.0382,0.532,0.000389,0.6729999999999999,0.391,131.675,278040,3
2994,Only The Strong Survive - Single Version,Jerry Butler,0.45399999999999996,0.382,-11.128,0.0486,0.6729999999999999,0.0,0.21899999999999997,0.847,124.801,157387,1
2995,Star Roving,Slowdive,0.326,0.932,-4.909,0.0506,0.0733,0.725,0.293,0.397,143.92700000000002,338869,5
2996,Bellbottoms,The Jon Spencer Blues Explosion,0.374,0.865,-4.572,0.171,0.0082,0.128,0.23399999999999999,0.474,80.607,316880,2
2997,Default,Django Django,0.743,0.833,-7.5120000000000005,0.0286,0.00575,1.64e-06,0.107,0.909,115.986,184080,0
2998,Struttin' with Some Barbecue - 78 rpm Version,Louis Armstrong & His Hot Five,0.732,0.327,-7.941,0.125,0.932,0.863,0.0481,0.885,95.97,183947,5
2999,Running,Jessie Ware,0.7070000000000001,0.6409999999999999,-7.587000000000001,0.0382,0.284,0.0592,0.322,0.5670000000000001,94.993,268781,0
3000,Everybody Knows,Leonard Cohen,0.778,0.37799999999999995,-17.586,0.0288,0.49,0.0,0.0879,0.723,104.24600000000001,333333,1
3001,Hollywood Forever Cemetery Sings,Father John Misty,0.5770000000000001,0.8290000000000001,-3.45,0.0286,0.0533,0.141,0.0397,0.612,94.036,190613,0
3002,As Tears Go By,Marianne Faithfull,0.523,0.575,-8.396,0.0269,0.585,3.45e-05,0.505,0.7170000000000001,127.634,156187,3
3003,Problem,Ariana Grande,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,0
3004,Big Fish,Vince Staples,0.898,0.547,-5.707000000000001,0.313,0.484,1.04e-05,0.37,0.763,100.01,198133,4
3005,Nasty,Janet Jackson,0.843,0.873,-12.549000000000001,0.0628,0.45399999999999996,0.040999999999999995,0.267,0.609,103.652,243933,0
3006,Semi-Charmed Life,Third Eye Blind,0.64,0.8640000000000001,-6.5760000000000005,0.0315,0.008320000000000001,0.0,0.12300000000000001,0.7,102.02600000000001,268360,0
3007,I Love Music,The O'Jays,0.6659999999999999,0.865,-7.063,0.0597,0.32299999999999995,0.00277,0.113,0.932,128.306,412627,0
3008,Contort Yourself,James Chance & The Contortions,0.603,0.94,-5.356,0.0908,0.0121,0.00133,0.0896,0.866,91.22399999999999,265827,0
3009,Antisocial,Trust,0.44799999999999995,0.7909999999999999,-11.673,0.0581,0.11599999999999999,1.1599999999999999e-05,0.122,0.563,90.12700000000001,309267,0
3010,Gardenia,Iggy Pop,0.491,0.7979999999999999,-5.916,0.0564,0.25,0.0218,0.452,0.8340000000000001,95.945,254120,3
3011,Blue,Joni Mitchell,0.46299999999999997,0.102,-13.689,0.0436,0.9890000000000001,0.0035399999999999997,0.111,0.456,133.946,177253,1
3012,The Age Of The Understatement,The Last Shadow Puppets,0.38299999999999995,0.868,-6.222,0.0847,0.00114,3.51e-06,0.353,0.546,147.267,189560,2
3013,Fineshrine,Purity Ring,0.609,0.7979999999999999,-4.448,0.0404,0.018000000000000002,8.68e-06,0.434,0.401,130.034,209760,3
3014,Go Now,The Moody Blues,0.35100000000000003,0.624,-6.193,0.0345,0.52,0.0,0.105,0.608,118.359,195680,2
3015,Ice Cream (Featuring Matias Aguayo),Battles,0.711,0.7909999999999999,-5.5,0.138,0.10400000000000001,0.00037200000000000004,0.10099999999999999,0.536,105.85600000000001,276960,0
3016,Oxford Comma,Vampire Weekend,0.6920000000000001,0.7170000000000001,-4.226,0.0498,0.111,0.00123,0.044000000000000004,0.973,119.90700000000001,195733,0
3017,Hot Pants (She Got To Use What She Got To Get What She Wants),James Brown,0.8170000000000001,0.723,-6.665,0.14300000000000002,0.29,0.0,0.0975,0.7809999999999999,97.915,187093,0
3018,Oh Boy,The Crickets,0.545,0.6609999999999999,-7.249,0.0479,0.8220000000000001,0.0,0.273,0.818,97.74,128173,0
3019,Simmer Down,Bob Marley & The Wailers,0.772,0.675,-7.263,0.055999999999999994,0.0924,0.0738,0.175,0.976,123.615,141627,0
3020,Nancy Boy - 2006 Remastered Version,Placebo,0.444,0.9570000000000001,-6.266,0.0463,0.00011200000000000001,0.024,0.124,0.785,89.86200000000001,199387,0
3021,15 Step,Radiohead,0.6,0.853,-7.584,0.0423,0.0489,0.34600000000000003,0.0934,0.847,94.45700000000001,237293,0
3022,Le poinçonneur des Lilas,Serge Gainsbourg,0.5379999999999999,0.494,-11.681,0.107,0.522,0.0,0.245,0.6809999999999999,158.746,163893,1
3023,Peacebone,Animal Collective,0.5870000000000001,0.95,-3.97,0.0653,0.19399999999999998,0.000271,0.336,0.573,162.903,313173,2
3024,Trenchtown Rock,Bob Marley & The Wailers,0.7959999999999999,0.624,-5.46,0.365,0.6809999999999999,3.63e-06,0.0911,0.873,74.598,177973,4
3025,We Love You - (Original Single Mono Version),The Rolling Stones,0.243,0.696,-9.006,0.0368,0.00336,0.207,0.326,0.48700000000000004,103.54799999999999,275800,2
3026,Summertime - Single Edit,DJ Jazzy Jeff & The Fresh Prince,0.614,0.752,-6.271,0.0652,0.00328,0.0,0.379,0.444,95.01799999999999,237093,3
3027,Still Not a Player (feat. Joe) - Radio Version,Big Pun,0.9,0.619,-6.518,0.312,0.203,0.00156,0.0647,0.8640000000000001,94.12100000000001,236800,4
3028,Lowdown,Boz Scaggs,0.662,0.7879999999999999,-5.544,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640,0
3029,The Bridge Is Over,Boogie Down Productions,0.8240000000000001,0.441,-9.833,0.445,0.018000000000000002,0.0,0.0676,0.551,179.838,206613,4
3030,Cyprus Avenue - 1999 Remaster,Van Morrison,0.48100000000000004,0.299,-14.634,0.0344,0.23199999999999998,6.96e-05,0.175,0.525,126.868,419813,1
3031,Need You Now,Cut Copy,0.598,0.759,-5.164,0.0378,0.0249,0.647,0.1,0.401,122.306,369387,5
3032,Here I Come (Broader Than Broadway),Barrington Levy,0.698,0.515,-13.029000000000002,0.0605,0.21899999999999997,0.0,0.124,0.7240000000000001,85.023,223191,0
3033,It Ain't Over 'Til It's Over,Lenny Kravitz,0.679,0.568,-10.74,0.0423,0.42200000000000004,0.00928,0.322,0.93,159.69,242640,0
3034,'Round Midnight,Miles Davis,0.495,0.182,-11.116,0.0467,0.79,0.000368,0.129,0.203,112.89,355333,1
3035,Political Science - Remastered,Randy Newman,0.665,0.244,-11.908,0.042,0.8029999999999999,0.0,0.204,0.303,104.595,123133,1
3036,Surf Solar,Fuck Buttons,0.345,0.9309999999999999,-7.912999999999999,0.0512,9.2e-06,0.816,0.371,0.0384,129.998,634773,5
3037,April Skies,The Jesus and Mary Chain,0.545,0.685,-7.848,0.0339,0.00381,0.391,0.153,0.6729999999999999,118.51299999999999,241360,5
3038,Jambalaya on the Bayou,Hank Williams,0.524,0.26,-11.97,0.0328,0.861,7.74e-06,0.0677,0.9129999999999999,164.44299999999998,174867,1
3039,Galveston - Remastered 2001,Glen Campbell,0.526,0.52,-8.918,0.0296,0.20199999999999999,0.00032900000000000003,0.156,0.675,118.404,161067,0
3040,Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,0.843,0.433,-8.139,0.0676,0.0114,8.19e-06,0.12300000000000001,0.161,106.02799999999999,310480,0
