,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster
6055,Down On Me,Big Brother & The Holding Company,0.597,0.5820000000000001,-9.424,0.0498,0.255,0.0168,0.13699999999999998,0.795,141.15,124760,0
6056,Into Your Arms,The Lemonheads,0.48,0.8909999999999999,-5.001,0.0332,0.0271,3.24e-06,0.185,0.662,123.961,164467,2
6057,Lightnin' Strikes,Lou Christie,0.599,0.67,-7.239,0.0482,0.555,3.55e-06,0.132,0.759,134.375,179000,0
6058,"Lily, Rosemary and the Jack of Hearts",Bob Dylan,0.457,0.665,-13.722000000000001,0.0821,0.414,0.0,0.0948,0.667,126.33,531160,0
6059,Walk,Foo Fighters,0.231,0.866,-5.131,0.0517,3.6200000000000006e-05,0.000552,0.29,0.191,138.311,255960,2
6060,Without You,Tobias Jesso Jr.,0.665,0.607,-8.201,0.0355,0.7020000000000001,0.00044800000000000005,0.10800000000000001,0.131,130.989,309240,1
6061,Solitude Is Bliss,Tame Impala,0.591,0.847,-4.963,0.0642,0.00971,0.000124,0.17600000000000002,0.64,104.00399999999999,235840,0
6062,Indian Reservation (The Lament of the Cherokee Reservation Indian) (feat. Mark Lindsay),Paul Revere & The Raiders,0.6779999999999999,0.368,-13.708,0.0705,0.38799999999999996,0.006370000000000001,0.0948,0.327,130.809,176587,1
6063,Strange & Beautiful (I'll Put a Spell On You) - From KCRW.Presents,Aqualung,0.644,0.19,-13.068,0.031,0.685,0.0902,0.0779,0.32,109.959,231880,1
6064,Cheap Thrills (feat. Sean Paul),Sia,0.5920000000000001,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.97200000000001,224813,4
6065,My Legendary Girlfriend,Pulp,0.614,0.608,-14.704,0.0369,3.69e-05,0.122,0.113,0.762,129.679,411693,0
6066,This Masquerade - 2000 Remaster,George Benson,0.625,0.373,-12.549000000000001,0.0383,0.5,0.000524,0.132,0.43,88.54299999999999,483133,1
6067,23,Blonde Redhead,0.381,0.8320000000000001,-5.069,0.0492,0.0189,0.196,0.153,0.166,120.255,318800,2
6068,Forever,HAIM,0.773,0.867,-4.595,0.0603,0.145,0.000333,0.105,0.5920000000000001,117.984,245307,0
6069,Dirty Mind,Prince,0.835,0.209,-14.242,0.47200000000000003,0.00415,0.878,0.125,0.0901,129.833,254867,4
6070,Keep Your Hands to Yourself,The Georgia Satellites,0.57,0.882,-6.044,0.0524,0.00259,0.000178,0.0875,0.8440000000000001,114.88,208469,0
6071,Doctor Wu,Steely Dan,0.6779999999999999,0.537,-10.61,0.0385,0.326,4.09e-06,0.0782,0.721,121.166,236440,0
6072,Vertigo / Relight My Fire,Dan Hartman,0.732,0.828,-10.122,0.0301,0.155,0.0006230000000000001,0.191,0.851,120.55,584373,0
6073,Into Dust,Mazzy Star,0.415,0.132,-18.839000000000002,0.0353,0.94,0.13699999999999998,0.113,0.122,169.00599999999997,336760,1
6074,La Rubia Tarada,Sumo,0.69,0.9470000000000001,-10.158,0.10400000000000001,0.14400000000000002,0.000256,0.61,0.359,122.338,222533,3
6075,No Myth,Michael Penn,0.626,0.696,-11.073,0.0303,0.0461,1.6899999999999997e-05,0.293,0.8540000000000001,103.486,248732,0
6076,The Rubberband Man,The Spinners,0.81,0.536,-11.573,0.0583,0.466,0.00074,0.0401,0.9570000000000001,97.311,215109,0
6077,Just Out of Reach (Of My Two Empty Arms),Solomon Burke,0.48,0.293,-14.683,0.0346,0.8690000000000001,5.59e-05,0.405,0.309,79.833,164493,1
6078,United,Throbbing Gristle,0.27699999999999997,0.485,-8.574,0.105,0.0412,4.01e-05,0.10800000000000001,0.677,181.477,247573,2
6079,I Gotcha,Joe Tex,0.8759999999999999,0.659,-11.075999999999999,0.20800000000000002,0.242,0.0006929999999999999,0.192,0.963,93.353,159613,4
6080,Nobody Does It Better,Carly Simon,0.368,0.40299999999999997,-12.699000000000002,0.0288,0.703,7.66e-06,0.20199999999999999,0.33799999999999997,135.384,212667,1
6081,Dazz - Dazz Disco Mix,Brick,0.763,0.898,-6.26,0.0468,0.113,0.00417,0.0212,0.9279999999999999,109.00399999999999,336507,0
6082,All My Love - Remaster,Led Zeppelin,0.5539999999999999,0.7909999999999999,-8.326,0.0288,0.113,1.76e-05,0.166,0.6970000000000001,91.10799999999999,353720,0
6083,Call Your Girlfriend,Robyn,0.586,0.877,-2.373,0.105,0.000924,0.0811,0.0723,0.447,125.014,227741,2
6084,JUST LIKE WE NEVER SAID GOODBYE,SOPHIE,0.467,0.564,-4.539,0.0654,0.268,0.0005740000000000001,0.10300000000000001,0.33299999999999996,143.27700000000002,188521,2
6085,Bye Bye Bye,*NSYNC,0.614,0.9279999999999999,-4.806,0.0516,0.0408,0.0010400000000000001,0.0845,0.879,172.65599999999998,200560,0
6086,Motion Sickness,Phoebe Bridgers,0.652,0.545,-9.021,0.0358,0.774,0.0428,0.0847,0.626,107.01899999999999,229760,1
6087,Ballad of Easy Rider,The Byrds,0.41100000000000003,0.635,-11.645,0.0667,0.66,0.0519,0.273,0.755,97.12299999999999,124267,1
6088,Heart of the Sunrise - 2003 Remaster,Yes,0.36200000000000004,0.507,-11.244000000000002,0.0396,0.0177,0.217,0.113,0.439,146.741,634440,2
6089,Double Dutch Bus,Frankie Smith,0.919,0.526,-8.879,0.11800000000000001,0.0025,0.000471,0.0336,0.506,119.48,320880,0
6090,Comme Ils Disent,Charles Aznavour,0.26,0.331,-13.934000000000001,0.0324,0.653,0.0,0.191,0.431,85.963,295427,1
6091,Wonderwall,Ryan Adams,0.321,0.22,-12.607999999999999,0.0352,0.828,0.00398,0.0873,0.301,157.04,248280,1
6092,Just To Get A Rep,Gang Starr,0.853,0.835,-7.854,0.182,0.41200000000000003,7.2e-05,0.19399999999999998,0.5479999999999999,102.072,187760,4
6093,Starting All Over Again,Mel & Tim,0.622,0.33,-10.629000000000001,0.0346,0.68,0.10400000000000001,0.107,0.504,137.776,230920,1
6094,J'ai demandé à la lune,Indochine,0.7120000000000001,0.632,-9.017000000000001,0.0237,0.233,0.22399999999999998,0.24600000000000002,0.619,109.999,209413,0
6095,Angel Baby,Rosie & The Originals,0.39299999999999996,0.292,-8.415,0.0324,0.8690000000000001,0.0537,0.0844,0.534,198.72799999999998,218960,1
6096,Hey Baby,Bruce Channel,0.596,0.449,-13.432,0.0417,0.809,0.0,0.265,0.716,131.41899999999998,148173,1
6097,"Belle-Île-en-Mer, Marie-Galante",Laurent Voulzy,0.5820000000000001,0.267,-14.254000000000001,0.0258,0.0749,0.0,0.17,0.299,74.233,211613,1
6098,Womanizer,Britney Spears,0.7240000000000001,0.695,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,2
6099,In The Ghetto,Nick Cave & The Bad Seeds,0.242,0.496,-8.43,0.0747,0.0995,0.0555,0.113,0.0834,73.11399999999999,246080,2
6100,One In A Million,Aaliyah,0.722,0.547,-4.739,0.0444,0.027000000000000003,1.26e-05,0.107,0.401,121.928,269493,0
6101,FourFiveSeconds,Rihanna,0.5820000000000001,0.272,-5.662000000000001,0.0501,0.875,0.0,0.13,0.354,205.84599999999998,188238,1
6102,Go on Girl - Remix,Roxanne Shante,0.74,0.7879999999999999,-11.115,0.086,0.00395,0.203,0.687,0.555,123.492,304293,3
6103,Judy In Disguise (With Glasses),John Fred,0.6509999999999999,0.524,-7.776,0.0417,0.10800000000000001,0.147,0.0551,0.887,81.279,177187,0
6104,"Renegade Master - 7"" Edit",Wildchild,0.778,0.682,-11.065,0.0601,0.000572,0.0,0.0844,0.9259999999999999,124.88600000000001,239646,0
6105,Cold Cold Heart,Tony Bennett,0.37,0.141,-14.082,0.039,0.968,1.59e-06,0.33799999999999997,0.303,66.305,159520,1
6106,Weißes Papier,Element Of Crime,0.6659999999999999,0.392,-11.311,0.0275,0.0264,0.0508,0.162,0.14,107.962,201573,1
6107,Two Rights Make One Wrong,Mogwai,0.23600000000000002,0.5489999999999999,-8.261000000000001,0.0317,0.0156,0.377,0.275,0.0398,175.84,571133,2
6108,Oh My Sweet Carolina,Ryan Adams,0.48700000000000004,0.128,-14.654000000000002,0.0368,0.48700000000000004,2.74e-06,0.10800000000000001,0.306,132.2,296725,1
6109,NY Excuse,Soulwax,0.6659999999999999,0.731,-5.902,0.0518,0.00293,0.9209999999999999,0.10800000000000001,0.79,133.347,289960,5
6110,Urgent,Foreigner,0.8420000000000001,0.763,-7.224,0.0322,0.304,0.0071400000000000005,0.105,0.943,114.984,237293,0
6111,Other Side Of The Game,Erykah Badu,0.657,0.253,-10.665,0.0855,0.433,0.514,0.11599999999999999,0.18600000000000003,83.213,393733,1
6112,It's In His Kiss - The Shoop Shoop Song,Betty Everett,0.552,0.47100000000000003,-11.979000000000001,0.0606,0.499,6.43e-06,0.34,0.9540000000000001,123.8,133413,0
6113,Sweet Leaf,Black Sabbath,0.36200000000000004,0.602,-12.284,0.0464,0.00173,0.0388,0.0858,0.662,148.46200000000002,304787,2
6114,Town Without Pity,Gene Pitney,0.502,0.37,-12.232999999999999,0.0312,0.47100000000000003,1.47e-05,0.0705,0.575,120.087,178821,1
6115,"Apparently Nothin' - Original 12"" A Side",Young Disciples,0.8740000000000001,0.52,-10.857999999999999,0.0959,0.0358,6.98e-06,0.075,0.768,102.936,278147,0
6116,Private Eyes,Daryl Hall & John Oates,0.85,0.938,-6.888999999999999,0.0415,0.409,0.000346,0.0582,0.84,120.82600000000001,217200,0
6117,This Is What She's Like,Dexys Midnight Runners,0.517,0.5,-17.55,0.0745,0.0811,0.007240000000000001,0.207,0.27699999999999997,117.34,740628,1
6118,You Won't See Me - Remastered,The Beatles,0.488,0.539,-8.752,0.0304,0.136,0.0,0.0538,0.473,115.941,199960,2
6119,Red House,Jimi Hendrix,0.36,0.532,-5.992999999999999,0.14300000000000002,0.5870000000000001,0.0777,0.185,0.43,198.958,224453,2
6120,Man Of The Year,ScHoolboy Q,0.743,0.861,-5.234,0.0428,0.00518,0.0,0.18100000000000002,0.391,111.959,216013,0
6121,Shake It Up,The Cars,0.6920000000000001,0.74,-7.466,0.0329,0.0723,8.83e-05,0.136,0.8640000000000001,147.274,215440,0
6122,Another Chance,Roger Sanchez,0.61,0.82,-10.029,0.0312,0.00021099999999999998,0.146,0.138,0.45,127.993,452907,2
6123,Right Here Right Now,Jesus Jones,0.657,0.608,-13.565,0.0287,0.0088,3.45e-06,0.10300000000000001,0.723,106.86200000000001,189293,0
6124,The Bitterest Pill (I Ever Had To Swallow),The Jam,0.485,0.675,-10.317,0.0314,0.00717,0.0,0.087,0.867,112.385,213320,0
6125,Funky Broadway,Wilson Pickett,0.705,0.349,-16.017,0.0411,0.0702,0.0018100000000000002,0.0786,0.95,121.064,156893,0
6126,Ball N' Chain,Big Mama Thornton,0.433,0.37200000000000005,-13.595,0.0361,0.353,0.00043799999999999997,0.28600000000000003,0.395,77.294,271200,1
6127,Orpheus - Remastered 2003,David Sylvian,0.429,0.488,-10.498,0.0351,0.516,0.00011899999999999999,0.133,0.354,159.627,291573,1
6128,Lionsong,Björk,0.297,0.295,-13.287,0.0444,0.5670000000000001,1.39e-06,0.165,0.0537,138.565,368688,1
6129,La mamma,Charles Aznavour,0.41100000000000003,0.48100000000000004,-7.011,0.0418,0.8590000000000001,0.0,0.0843,0.43799999999999994,104.368,227067,1
6130,Morning Has Broken,Yusuf / Cat Stevens,0.424,0.321,-13.162,0.0312,0.622,0.0196,0.0903,0.405,133.126,200000,1
6131,Pedro Navaja,Willie Colón,0.5920000000000001,0.5760000000000001,-7.398,0.109,0.772,9.259999999999999e-05,0.207,0.799,94.493,445053,0
6132,Spain,Chick Corea,0.444,0.585,-11.189,0.0393,0.682,0.674,0.0938,0.425,136.44299999999998,589093,5
6133,Falling Slowly,Glen Hansard,0.28,0.32799999999999996,-9.214,0.0284,0.541,0.0017800000000000001,0.10800000000000001,0.106,137.634,292813,1
6134,Turn On The Lights,Future,0.5820000000000001,0.581,-9.36,0.213,0.0432,0.0,0.18,0.389,130.96200000000002,249253,4
6135,Optimistic,Radiohead,0.40299999999999997,0.757,-9.931000000000001,0.0371,0.0496,0.848,0.305,0.573,157.957,315973,5
6136,My Mammy,Al Jolson,0.46399999999999997,0.336,-12.64,0.0634,0.772,3.96e-05,0.303,0.61,115.854,177507,1
6137,Godzilla,Blue Öyster Cult,0.373,0.8690000000000001,-7.718999999999999,0.0554,0.16399999999999998,7.76e-06,0.605,0.696,184.024,221400,3
6138,"Pagliacci: Recitar ""Vesti la Giubba""",Enrico Caruso,0.35100000000000003,0.29,-11.91,0.0561,0.992,0.00039,0.693,0.0672,104.616,199667,1
6139,Man! I Feel Like A Woman!,Shania Twain,0.6829999999999999,0.636,-7.484,0.0365,0.585,0.0,0.177,0.716,124.96700000000001,234493,0
6140,Body Movin',Beastie Boys,0.758,0.893,-8.532,0.121,0.00642,0.011000000000000001,0.047,0.5770000000000001,99.008,183760,0
6141,Cat People (Putting out Fire) - 1999 Remaster,David Bowie,0.536,0.836,-8.026,0.0401,0.00358,0.13,0.106,0.818,128.41,309693,0
6142,Happy When It Rains,The Jesus and Mary Chain,0.501,0.835,-6.8629999999999995,0.0346,0.00044699999999999997,0.264,0.25,0.762,125.324,217240,2
6143,Informer,Snow,0.763,0.742,-10.975,0.188,0.0984,0.0,0.38,0.483,98.145,268910,4
6144,Chacun fait (c'qui lui plaît) - Version originale 1981,Chagrin D'amour,0.841,0.7070000000000001,-7.936,0.0902,0.19399999999999998,0.0,0.0864,0.84,113.49700000000001,250960,0
6145,Tomorrow Is a Long Time,Elvis Presley,0.606,0.23,-15.116,0.0364,0.8340000000000001,0.0019100000000000002,0.179,0.264,107.887,322293,1
6146,Oh Boy,Cam’ron,0.706,0.823,-4.188,0.114,0.0243,0.0,0.0861,0.8640000000000001,83.007,208373,0
6147,The Jag,The Micronauts,0.721,0.69,-6.227,0.0494,0.00028399999999999996,0.765,0.0858,0.609,103.14399999999999,660800,5
6148,Signs,Five Man Electrical Band,0.446,0.731,-10.302,0.0519,0.243,0.0,0.0935,0.723,153.672,241693,2
6149,The Rain,Oran Juice Jones,0.716,0.9690000000000001,-4.1819999999999995,0.0597,0.00683,1.0800000000000002e-05,0.191,0.862,109.214,307253,0
6150,Stomp!,The Brothers Johnson,0.871,0.58,-14.046,0.0421,0.0588,0.00385,0.071,0.914,119.59899999999999,246133,0
6151,Just One Look,Doris Troy,0.8640000000000001,0.721,-4.953,0.0394,0.632,0.000109,0.105,0.963,107.95700000000001,152895,0
6152,First I Look At The Purse - Single Version,The Contours,0.552,0.617,-8.954,0.0542,0.259,0.0,0.342,0.92,158.995,183187,0
6153,Sweetest Thing,U2,0.52,0.693,-6.752999999999999,0.0449,0.0199,2.9999999999999997e-05,0.27899999999999997,0.439,141.56,182667,2
6154,White Fire,Angel Olsen,0.243,0.0694,-18.86,0.0413,0.882,0.000204,0.111,0.0873,173.305,415840,1
6155,Mistral gagnant,Renaud,0.36200000000000004,0.368,-12.878,0.042,0.861,4.99e-06,0.0937,0.39299999999999996,82.751,165933,1
6156,Tattva,Kula Shaker,0.35200000000000004,0.763,-7.481,0.0339,0.0608,8.56e-06,0.249,0.29100000000000004,98.069,226560,2
6157,I've Got to Use My Imagination,Gladys Knight & The Pips,0.925,0.882,-8.339,0.0401,0.105,5.49e-06,0.0614,0.963,121.287,210187,0
6158,"Sous Le Soleil Exactement - Comédie Musicale ""Anna""",Anna Karina,0.47600000000000003,0.43700000000000006,-9.329,0.0319,0.721,0.000816,0.6809999999999999,0.389,91.75399999999999,208867,3
6159,Girl You Need A Change Of Mind,Eddie Kendricks,0.456,0.862,-8.392999999999999,0.0386,0.0832,0.0042899999999999995,0.195,0.8590000000000001,104.45700000000001,462827,0
6160,Computer World - 2009 Remaster,Kraftwerk,0.9309999999999999,0.342,-12.472000000000001,0.0613,0.81,0.8540000000000001,0.145,0.8290000000000001,129.483,306200,5
6161,"Sail On, Sailor - Remastered 2000",The Beach Boys,0.627,0.631,-10.76,0.0245,0.20800000000000002,0.0,0.14400000000000002,0.679,109.98299999999999,202427,0
6162,Le petit train,Les Rita Mitsouko,0.688,0.59,-13.395,0.0385,0.19899999999999998,0.0639,0.138,0.956,134.991,347507,0
6163,Destroy The Heart,The House of Love,0.374,0.93,-5.961,0.0516,8.56e-05,0.00161,0.172,0.382,143.769,162987,2
6164,New San Antonio Rose,Bob Wills & His Texas Playboys,0.674,0.302,-14.069,0.0366,0.9620000000000001,0.7829999999999999,0.136,0.8440000000000001,106.175,153600,5
6165,"Luckenbach, Texas (Back to the Basics of Love)",Waylon Jennings,0.684,0.45,-10.422,0.0332,0.7040000000000001,0.0019100000000000002,0.243,0.639,102.902,200493,1
6166,Gangsta,Tune-Yards,0.698,0.758,-6.841,0.086,0.0983,0.0251,0.79,0.311,101.973,238867,3
6167,One Week,Barenaked Ladies,0.7020000000000001,0.898,-6.002999999999999,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,0
6168,Root Down,Beastie Boys,0.83,0.907,-8.262,0.0861,0.322,3.3e-06,0.405,0.9059999999999999,100.035,212133,0
6169,Dance Stance,Dexys Midnight Runners,0.7190000000000001,0.6940000000000001,-9.499,0.0366,0.392,9.4e-06,0.095,0.9359999999999999,122.531,220893,0
6170,Broken Wings,Mr. Mister,0.28600000000000003,0.473,-15.645999999999999,0.0388,0.115,4.23e-05,0.071,0.449,99.23299999999999,345840,1
6171,Flowers On the Wall,The Statler Brothers,0.784,0.451,-11.225,0.0723,0.792,4.09e-05,0.115,0.78,100.303,138800,0
6172,Looking at You,MC5,0.451,0.802,-5.568,0.048,0.226,1.85e-06,0.374,0.89,92.21600000000001,181307,3
6173,Show Girl,The Auteurs,0.39899999999999997,0.642,-7.557,0.0339,0.00646,0.00295,0.14,0.583,173.62400000000002,246533,2
6174,Lazy,X-Press 2,0.73,0.5770000000000001,-10.748,0.0384,0.000863,0.024,0.243,0.7240000000000001,130.007,565467,0
6175,All Night (feat. Knox Fortune),Chance the Rapper,0.7040000000000001,0.777,-5.729,0.195,0.0358,0.0,0.151,0.392,111.921,141542,4
6176,Twin Peaks Theme - Instrumental,Angelo Badalamenti,0.295,0.11900000000000001,-19.872,0.0301,0.895,0.8859999999999999,0.0881,0.102,71.721,310013,1
6177,Favourite Shirts (Boy Meets Girl),Haircut 100,0.643,0.615,-14.652999999999999,0.0428,0.121,0.0416,0.195,0.907,143.608,185427,0
6178,"Sick, Sick, Sick",Queens of the Stone Age,0.41200000000000003,0.988,-3.373,0.10400000000000001,0.22399999999999998,0.00041500000000000006,0.466,0.14300000000000002,193.032,214733,2
6179,High School Confidential,Jerry Lee Lewis,0.599,0.818,-9.033,0.0382,0.69,0.0,0.115,0.97,93.07,150287,0
6180,The Skin Of My Yellow Country Teeth,Clap Your Hands Say Yeah,0.45799999999999996,0.972,-5.184,0.0575,0.00763,0.000162,0.115,0.40399999999999997,141.615,343773,2
6181,"To Be Young (Is to Be Sad, Is to Be High)",Ryan Adams,0.486,0.73,-6.462000000000001,0.042,0.0748,0.00021400000000000002,0.361,0.42100000000000004,92.58200000000001,184672,2
6182,Do You Love Me?,Nick Cave & The Bad Seeds,0.469,0.649,-8.45,0.0311,0.000936,0.47,0.14400000000000002,0.696,125.17399999999999,357173,5
6183,Spiders (Kidsmoke),Wilco,0.643,0.578,-11.045,0.0362,0.00533,0.8490000000000001,0.135,0.32,133.39,642200,5
6184,That Don't Impress Me Much,Shania Twain,0.738,0.87,-4.828,0.0508,0.154,0.0,0.172,0.966,124.99700000000001,235667,0
6185,Give Me Love (Give Me Peace On Earth),George Harrison,0.391,0.568,-11.550999999999998,0.0503,0.452,0.0148,0.127,0.586,79.896,215693,1
6186,A Few Words in Defense of Our Country,Randy Newman,0.551,0.439,-10.356,0.0365,0.9059999999999999,0.0414,0.122,0.39,103.806,254227,1
6187,Lullaby Of Birdland,Sarah Vaughan,0.5760000000000001,0.36,-12.395,0.10300000000000001,0.802,0.0,0.16899999999999998,0.49700000000000005,122.46600000000001,237633,1
6188,Raving I'm Raving,Shut Up and Dance,0.737,0.953,-9.905,0.0838,0.0423,0.0128,0.0828,0.624,130.505,311179,0
6189,The Big Country - 2005 Remaster,Talking Heads,0.71,0.5579999999999999,-8.148,0.0307,0.166,0.00121,0.237,0.8340000000000001,111.152,333387,0
6190,oh baby,LCD Soundsystem,0.581,0.623,-12.005,0.0351,0.0196,0.626,0.653,0.78,169.44299999999998,349693,3
6191,Someday,CeCe Rogers,0.708,0.659,-11.312000000000001,0.0468,0.0349,0.000246,0.0487,0.8340000000000001,119.579,232120,0
6192,Walk Right Back,The Everly Brothers,0.624,0.358,-13.199000000000002,0.0342,0.752,0.0,0.0593,0.871,135.797,139640,1
6193,Copperhead Road,Steve Earle,0.379,0.746,-10.057,0.0401,0.0238,0.000144,0.0627,0.7020000000000001,158.711,270067,2
6194,I Want The World To Stop (Radio Edit),Belle & Sebastian,0.589,0.8190000000000001,-7.188,0.0862,0.00851,3.62e-06,0.17800000000000002,0.596,150.046,206118,2
6195,Never Gonna Let You Go - Kelly G. Bump-N-Go Vocal Edit,Tina Moore,0.754,0.696,-5.351,0.0366,0.11599999999999999,0.00112,0.0537,0.7509999999999999,102.87,253080,0
6196,Aline,Christophe,0.272,0.759,-3.464,0.0345,0.452,3.8e-05,0.386,0.45299999999999996,178.96599999999998,172800,2
6197,Help Me Make It Through the Night,Kris Kristofferson,0.602,0.33799999999999997,-13.33,0.0273,0.35600000000000004,0.000183,0.0665,0.778,81.434,141640,1
6198,Mona - Single Version,Bo Diddley,0.489,0.6409999999999999,-9.926,0.034,0.9129999999999999,0.0019100000000000002,0.1,0.904,105.15299999999999,140440,0
6199,Put On,Jeezy,0.653,0.77,-6.091,0.0353,0.0034200000000000003,0.0,0.0887,0.272,137.616,321293,2
6200,Tales Of Brave Ulysses,Cream,0.523,0.41100000000000003,-13.370999999999999,0.075,0.0637,1.28e-06,0.047,0.27699999999999997,105.65899999999999,166360,1
6201,Are You Ready? - Single Version,Pacific Gas & Electric,0.573,0.7609999999999999,-8.962,0.0768,0.0042,4.53e-06,0.135,0.847,136.57,347120,0
6202,September Song,Walter Huston,0.428,0.0843,-14.869000000000002,0.0591,0.992,3.87e-06,0.381,0.198,92.792,175152,1
6203,Without You (Rerecorded),Badfinger,0.665,0.196,-15.37,0.0281,0.5660000000000001,0.004229999999999999,0.127,0.5379999999999999,137.888,202173,1
6204,Are You Going With Me?,Pat Metheny Group,0.645,0.345,-15.857000000000001,0.0327,0.5429999999999999,0.866,0.0983,0.489,120.272,527373,5
6205,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.6990000000000001,0.8290000000000001,-4.898,0.0633,0.00243,0.000263,0.0995,0.889,105.811,219413,0
6206,Point Blank,Bruce Springsteen,0.479,0.423,-13.126,0.0357,0.12,3.16e-05,0.10400000000000001,0.40700000000000003,116.06,366987,1
6207,Where Have All the Good Times Gone,The Kinks,0.622,0.81,-3.909,0.0397,0.0393,0.0,0.0409,0.679,112.762,170547,0
6208,Superstar,Sonic Youth,0.349,0.507,-9.175,0.0311,0.0453,0.32899999999999996,0.122,0.136,84.428,248000,2
6209,Saturday Night,Bay City Rollers,0.508,0.691,-9.585,0.0635,0.0931,0.0004940000000000001,0.106,0.872,136.336,174467,0
6210,Texas Flood,Stevie Ray Vaughan,0.256,0.423,-11.994000000000002,0.035,0.000788,0.402,0.25,0.441,173.27,320907,2
6211,Shut 'Em Down,Public Enemy,0.693,0.903,-7.189,0.292,0.008459999999999999,0.0,0.21899999999999997,0.711,180.476,304267,4
6212,Tout va très bien madame la marquise,Ray Ventura,0.727,0.303,-14.338,0.132,0.972,0.0,0.0697,0.807,135.75799999999998,205133,1
6213,A Rainy Night in Soho,The Pogues,0.375,0.452,-12.478,0.0283,0.502,0.22,0.174,0.493,105.646,283827,1
6214,We're Not Gonna Take It,Twisted Sister,0.502,0.924,-6.2989999999999995,0.0503,0.0127,0.0,0.162,0.922,149.186,219667,2
6215,Almost Grown,Chuck Berry,0.503,0.551,-11.165999999999999,0.0569,0.765,0.0,0.0559,0.88,152.798,140986,0
6216,I'm So Proud,The Impressions,0.602,0.127,-16.772000000000002,0.0332,0.9640000000000001,0.45399999999999996,0.0774,0.301,86.45700000000001,168907,1
6217,The Musical Box - Remastered 2008,Genesis,0.284,0.358,-9.716000000000001,0.0403,0.341,0.0286,0.0708,0.20199999999999999,140.65,629573,1
6218,Fujiyama Mama - Remastered,Wanda Jackson,0.833,0.7040000000000001,-8.077,0.0631,0.494,5.91e-05,0.201,0.96,141.497,134733,0
6219,Virtual Insanity - Remastered,Jamiroquai,0.6509999999999999,0.946,-4.717,0.10099999999999999,0.13,0.0,0.14800000000000002,0.508,91.911,228333,0
6220,You Do Something To Me,Paul Weller,0.444,0.33899999999999997,-13.155999999999999,0.0273,0.47700000000000004,0.006640000000000001,0.11199999999999999,0.297,72.637,218560,1
6221,Walking in My Shoes,Depeche Mode,0.5379999999999999,0.711,-9.748,0.0287,0.111,5.7999999999999995e-06,0.23600000000000002,0.501,93.071,326107,0
6222,Maria,Blondie,0.539,0.8140000000000001,-5.647,0.0588,0.0236,0.00202,0.0772,0.785,159.681,245701,2
6223,Beyond Belief,Elvis Costello & The Attractions,0.439,0.716,-9.225,0.0669,0.0665,3.45e-05,0.0773,0.6890000000000001,92.073,154587,0
6224,Breathe,Fabolous,0.713,0.91,-5.586,0.282,0.34,0.0,0.304,0.51,83.02799999999999,268960,4
6225,Cherry Oh Baby,Eric Donaldson,0.875,0.128,-14.957,0.215,0.604,0.0135,0.109,0.6920000000000001,138.984,365440,1
6226,Rock Me Amadeus - The Gold Mix,Falco,0.609,0.9009999999999999,-4.928999999999999,0.14400000000000002,0.315,0.00949,0.11599999999999999,0.866,176.66400000000002,201467,0
6227,You Make Me Feel Brand New,The Stylistics,0.45399999999999996,0.336,-9.219,0.0243,0.8490000000000001,2.6000000000000002e-05,0.102,0.203,75.589,330187,1
6228,Lip Gloss,Lil Mama,0.619,0.87,-4.956,0.501,0.41,1.37e-06,0.0571,0.94,188.77200000000002,219773,4
6229,Shabba (feat. A$AP Rocky),A$AP Ferg,0.8690000000000001,0.7120000000000001,-6.136,0.10300000000000001,0.0715,0.0,0.272,0.435,120.0,275867,0
6230,"Babe, I'm On Fire",Nick Cave & The Bad Seeds,0.32299999999999995,0.9359999999999999,-3.7110000000000003,0.179,0.0109,0.0,0.11599999999999999,0.504,123.57799999999999,886387,2
6231,Perfect Way,Scritti Politti,0.654,0.9570000000000001,-4.912,0.052000000000000005,0.0325,0.124,0.44299999999999995,0.882,104.741,242720,3
6232,"Stealin', Stealin' - Remastered 2002",Memphis Jug Band,0.496,0.254,-14.029000000000002,0.0499,0.805,0.0,0.282,0.725,154.954,178440,1
6233,Du hast,Rammstein,0.64,0.922,-6.2829999999999995,0.0385,0.0036899999999999997,0.055,0.332,0.716,125.105,234227,0
6234,Rocky Mountain High,John Denver,0.466,0.44299999999999995,-11.248,0.027000000000000003,0.23199999999999998,0.0,0.5529999999999999,0.7829999999999999,81.449,283680,3
6235,Incinerate,Sonic Youth,0.445,0.851,-8.022,0.0345,0.0796,0.636,0.145,0.46799999999999997,152.37,295813,5
6236,Fall At Your Feet,Crowded House,0.65,0.371,-13.623,0.026000000000000002,0.457,0.0116,0.102,0.561,102.583,198800,1
6237,Wonderful Life,Black,0.72,0.521,-12.468,0.0302,0.705,0.36,0.214,0.823,106.055,287933,0
6238,Red Morning Light,Kings of Leon,0.52,0.8009999999999999,-5.356,0.0408,0.0823,0.0,0.325,0.885,160.982,179427,2
6239,The Old Man Down The Road,John Fogerty,0.768,0.809,-5.816,0.0289,0.0271,0.000633,0.0608,0.737,133.838,213750,0
